name,city,country
Ceiba Doblada Airport,Ceiba Doblada,SV
La Chepona Airport,La Chepona,SV
Corral De Mulas Airport,Corral de Mulas,SV
Casas Nuevas Airport,Jiquilisco,SV
La Carrera Airport,Jiquilisco,SV
Espiritu Santo Airport,Espiritu Santo,SV
El Tamarindo Airport,Canoguero,SV
El Jocotillo Airport,El Jocotillo,SV
La Cabana Airport,La Cabana,SV
Los Comandos Airport,San Francisco Gotera,SV
La Gloria Airport,San Salvador,SV
Las Mesas Airport,Las Mesas,SV
El Salvador International Airport,Santa Clara,SV
El Platanar Airport,Suchitoto,SV
El Ronco Airport,Metapan,SV
El Palmer Airport,Santa Ana,SV
Punta San Juan Airport,Corral de Mulas,SV
El Papalon Airport,San Miguel,SV
San Ramon Airport,San Ramon,SV
Ilopango International Airport,San Salvador,SV
El Zapote Airport,Barra de Santiago,SV
Owen Bros Airport,Geraldine,US
Lakeside Airport,Lakeside,US
Olfert Airport,Lustre,US
Laird Ranch Airport,Ekalaka,US
Duncan Airport,Helena,US
Zortman Airport,Zortman,US
Ostlunds Airport,Billings,US
Fort Harrison Army Air Field,Helena,US
Torres Airport,Columbia Falls,US
Hoversland Airport,Ronan,US
Lander's Fork Ranch Airport,Lincoln,US
Fjb Airstrip,Philipsburg,US
Clover Crest Airpark,Townsend,US
Danford Field,Kalispell,US
Sunday Creek Airpark,Miles City,US
Ckye Field,Stevensville,US
Ponderosa Airport,Clarkston,US
Ottertail Lake Airport,Three Forks,US
Sanders Airport,Kalispell,US
Swank Airport,Poplar,US
Husky Ranch Airport,Billings,US
Jefco Skypark Airport,Whitehall,US
Klies Air Strip,Basin,US
Castleberry Airport,Ekalaka,US
M4 Strip,East Helena,US
Flying Y Ranch Airport,Livingston,US
Horner Field,Great Falls,US
Lanning Ranch Airport,Alzada,US
Zerbe Airport,Frazer,US
Nine Mile Airport,Huson,US
Carson Field,Kalispell,US
Weaver Airport,Kalispell,US
Flying Dog Airpark,Billings,US
Landing Pointe Airport,Billings,US
Nelson Airport,Haxby / Fort Peck,US
Langton Airstrip,Polebridge,US
Taylor Homestead Airport,Somers,US
Dog Leg Airport,East Helena,US
Smithfield Airport,Lewistown,US
Parcel Six Ranch Airport,Florence,US
Montfort Ranch Airport,Cameron,US
Littlebear Airport,Thompson Falls,US
Edsall Field,Bozeman,US
Hedditch Airport,Corvallis,US
Wolf Creek Airport,Stanford,US
Peterson Ranch Airport,Highwood,US
Sand Creek Wildlife Station Airport,Roy,US
Vine Airport,Wolf Point,US
Petty Creek Mountain Ranch Airport,Alberton,US
Wildcat Field,Philipsburg,US
Ten Mile Airport,Helena,US
Candylands Airport,Big Arm,US
Dawsons Landing Airport,Worden,US
Bar E Airport,Helena,US
Sands Airport,Kalispell,US
Garoutte Ranch Airport,Reed Point,US
Ousel Falls Airport,Big Sky,US
Sky Ranch Airport,Kalispell,US
Ram Ranch Runway Airport,Helena,US
Les Cayes Airport,Les Cayes,HT
Cap Haitien International Airport,Cap Haitien,HT
Jacmel Airport,Jacmel,HT
Jeremie Airport,Jeremie,HT
Toussaint Louverture International Airport,Port-au-Prince,HT
Port-de-Paix Airport,Port-de-Paix,HT
Trojes Airport,Trojes,HN
Samuel L Clemens Memorial Airport,Paris,US
C E F Airport,Warrenton,US
Broadwater Airport,Malden,US
Shorten Airfield,Atlanta,US
Angle Bar M Airport,Adrian,US
Hester Airport,Burlington Junction,US
Eagle's Landing Airport,Climax Springs,US
Pepper Field,Belle,US
Stark Airport,Warrenton,US
Robbins Airport,Odessa,US
Miller Farm Airport,Bay,US
Joseph Scott Airport,Fredericktown,US
White Cloud Flying Field,Columbia,US
Brass Lantern Airpark,Cedarcreek,US
Piney Bend Airport,Houston,US
Robinson Airport,Belton,US
Woodfield Airpark Inc Airport,Lockwood,US
Saunders Field,Osborn,US
Sugar Branch Airport,Columbia,US
Tallen Airport,Arkoe,US
Milan-Bogard Skyport Airport,Milan,US
Ingram Airport,Purdy,US
Sunburst Ranch Airport,Gainesville,US
Flib Field,Conway,US
Hilltop Airport,Drexel,US
Blumenstetter Airport,Elkland,US
Lakeside Airport,Farmington,US
Eu-Wish Airport,Hermann,US
Skyview Airport,Ozark,US
Spencer Field,Highlandville,US
Aero Britton Airport,Fayette,US
Air Port Hudson Airport,New Haven,US
Michael Farm Airport,Lone Jack,US
Yarbro Field,Poplar Bluff,US
Woodland Airstrip,Troy,US
Lexington Municipal Airport,Lexington,US
Eagles Nest Airport,Eagle Rock,US
Walnut Glen Farm Airport,Rolla,US
Antilla Airport,Antilla,CU
Gustavo Rizo Airport,Baracoa,CU
El Caribe Airport,El Caribe,CU
Batabano Airport,Batabano,CU
Las Brujas Airport,Cayo Santa Maria,CU
Carlos Manuel de Cespedes Airport,Bayamo,CU
Maximo Gomez Airport,Ciego de Avila,CU
Caibarien Airport,Caibarien,CU
Jardines Del Rey Airport,Cayo Coco,CU
Ciego De Avila Sur Airport,Ciego de Avila,CU
Jaime Gonzalez Airport,Cienfuegos,CU
Vilo Acuna International Airport,Cayo Largo del Sur,CU
Ignacio Agramonte International Airport,Camaguey,CU
Colon Airport,Colon,CU
Antonio Maceo International Airport,Santiago,CU
Las Clavellinas Airport,Las Clavellinas,CU
Cayajabo Airport,Cayajabo,CU
Florida Airport,Florida,CU
Central Agramonte Airport,Florida,CU
Leeward Point Field,Guantanamo Bay Naval Station,CU
Mariana Grajales Airport,Guantanamo,CU
Guardalavaca Airport,Yaguajay,CU
Jose Marti International Airport,Havana,CU
Frank Pais International Airport,Holguin,CU
Nuevitas Airport,Nuevitas,CU
Kawama Airport,Matanzas,CU
Ciudad Libertad Airport,Havana,CU
La Coloma Airport,Pinar del Rio,CU
Punta de Maisi Airport,Maisi,CU
Managua Airport,Managua,CU
Matahambre Airport,Matahambre,CU
Mayajigua Airport,Mayajigua,CU
Orestes Acosta Airport,Moa,CU
Matanzas Airport,Matanzas,CU
Sierra Maestra Airport,Manzanillo,CU
San Nicolas De Bari Airport,San Nicolas,CU
Nicaro Airport,Nicaro,CU
Rafael Cabrera Airport,Nueva Gerona,CU
Punta Alegre Airport,Punta Alegre,CU
Playa Baracoa Airport,Havana,CU
Pinar Del Rio Airport,Pinar del Rio,CU
San Antonio De Los Banos Airport,San Antonio de los Banos,CU
Abel Santamaria Airport,Santa Clara,CU
Sagua La Grande Airport,Sagua la Grande,CU
San Julian Air Base,Pinar Del Rio,CU
Joaquin de Aguero Airport,Playa Santa Lucia,CU
Siguanea Airport,Isla de la Juventud,CU
Sancti Spiritus Airport,Sancti Spiritus,CU
Alberto Delgado Airport,Trinidad,CU
Manati Airport,Manati,CU
Juan Gualberto Gomez International Airport,Varadero,CU
Hermanos Ameijeiras Airport,Las Tunas,CU
Gerrard Smith International Airport,Cayman Brac,KY
Edward Bodden Airfield,Little Cayman,KY
Owen Roberts International Airport,Georgetown,KY
Sieg's Farm Airport,Truman,US
Roan Airport,Warren,US
Demmers Field,Jordan,US
Deters Farms Airport,Spring Grove,US
Dykstra Acreage Airport,Trosky,US
Kastanek Airport,Pierz,US
Ries Farms Runway Airport,Hastings,US
Lino Air Park,Lino Lakes,US
Kaiser's Airstrip,Lake Park,US
Walker Field,Afton,US
Eyota Airport,Eyota,US
Moyer Airport,Holloway,US
Hay Shakers Airport,Nicollet,US
Frontenac Airport,Frontenac,US
Turkey Track Airport,Coates,US
Cloverleaf-East Bemidji Airport,Bemidji,US
Robertson Field,Hibbing,US
Fedor Airport,Holdingford,US
Gasper Airport,Euclid,US
North Star Ranch Airport,Onamia,US
Johnsons Aero Repair Airport,Wheaton,US
Isle Airport,Isle,US
Henning/Boldt Airport,Rushmore,US
Al's Due North Airport,North Branch,US
Country Haven Airport,Cloquet,US
Swanson Field,Crown,US
Nielsen's Airport,Farmington,US
Johnston Airport,Hawley,US
Mores Island Airport,Mores Island,BS
Clarence A. Bain Airport,Mangrove Cay,BS
Andros Town Airport,,BS
Castaway Cay Airport,Castaway Cay,BS
Congo Town Airport,Andros,BS
Marsh Harbour International Airport,Marsh Harbour,BS
San Andros Airport,Andros Island,BS
Spring Point Airport,Spring Point,BS
Sandy Point Airport,,BS
Treasure Cay Airport,Treasure Cay,BS
Abaco I Walker C Airport,,BS
Spanish Cay Airport,,BS
Chub Cay Airport,,BS
Great Harbour Cay Airport,,BS
South Bimini Airport,South Bimini,BS
Arthur's Town Airport,Arthur's Town,BS
New Bight Airport,Cat Island,BS
Cat Cay Airport,Cat Cay,BS
Hawks News Airport,Hawks News,BS
Colonel Hill Airport,Colonel Hill,BS
Pitts Town Airport,Pitts Town,BS
Cay Sal Airport,Cay Sal,BS
Cutlass Bay Airport,Cutlass Bay,BS
Black Point Airstrip,Black Point,BS
Exuma International Airport,George Town,BS
George Town Airport,George Town,BS
North Eleuthera Airport,North Eleuthera,BS
Lee Stocking Airport,Lee Stocking,BS
Governor's Harbour Airport,Governor's Harbour,BS
Normans Cay Airport,,BS
Rock Sound Airport,Rock Sound,BS
Staniel Cay Airport,,BS
Torch Cay Airport,Hog Cay,BS
Deep Water Cay Airport,Deep Water Cay,BS
Grand Bahama International Airport,Freeport,BS
Auxiliary Airfield,Grand Bahama,BS
West End Airport,West End,BS
Inagua Airport,Matthew Town,BS
Deadman's Cay Airport,Deadman's Cay,BS
Stella Maris Airport,Stella Maris,BS
Mayaguana Airport,Mayaguana,BS
Lynden Pindling International Airport,Nassau,BS
Nassau Paradise Island Airport,Nassau,BS
Duncan Town Airport,,BS
Rum Cay Airport,,BS
San Salvador Airport,San Salvador,BS
Big Whale Cay Airport,Big Whale Cay,BS
Cistern Field,Cistern Field,BS
Rudder Cut Cay Airport,Rudder Cut Cay,BS
Darby Island Airport,Darby Island,BS
Hog Key Airport,Long Island,BS
Leaf Cay Airport,Leaf Cay,BS
Sampson Cay Airport,Sampson Cay,BS
Cape Eleuthera Airport,Cape Eleuthera,BS
Little Whale Cay Berry Islands Airport,Little Whale Cay,BS
Big Creek Airport,Big Creek,BZ
Philip S. W. Goldson International Airport,Belize City,BZ
Caye Caulker Airport,Caye Caulker,BZ
Pelican Beach Airstrip,Dangriga,BZ
Placencia Airport,Placencia,BZ
Manatee Airport,Spanish Lookout,BZ
Saure Airport,Reynolds,US
Kornkven Airstrip,Souris,US
Anderson Private Airport,Starkweather,US
Johnson Airport,Turtle Lake,US
Linrud Airstrip,Velva,US
Jacob Gust Airport,West Fargo,US
Hought Airstrip,Williston,US
Thompson Private Airport,Wyndmere,US
Johnson Airstrip,Eldridge,US
Ripplinger Strip,Esmond,US
Sabbe Brothers Landing Strip,Maddock,US
Paul Airstrip,Rugby,US
Moser Airstrip,Westfield,US
Hager Strip,Barney,US
Moffet Airstrip,Barney,US
Dakota Airport,Grandin,US
Storseth Airstrip,Grenora,US
Welstad Farms Airstrip,Upham,US
Lill Strip,Bremen,US
Philbrick Pvt Airstrip,Turtle Lake,US
Central Valley Aviation Airport,Buxton,US
L Seckerson Airstrip,Eldridge,US
Johnson Pvt Airstrip,Luverne,US
Dilse Airstrip,Scranton,US
Harvey Point Defense Testing Activity Airport,Hertford,US
Boomerang Airport,Harris,US
Darr Field,High Point,US
Bradford Field,Huntersville,US
Elk River Airport,Banner Elk,US
Tusquittee Landing Airport,Hayesville,US
Stoneriver Airport,Statesville,US
Nocarva Airport,Macon,US
Deck Airpark,Apex,US
Lee Creek Airport,Aurora,US
Yorks Field,Ramseur,US
Boone Inc Airport,Boone,US
Raeford Rhyne Airpark,Statesville,US
Propst Airport,Concord,US
Aero Plantation Airport,Weddington,US
Charles Field,Dunn,US
Gold Hill Airport,Gold Hill,US
Long Island Airpark,Catawba,US
Lower Creek Airport,Lenoir,US
Meadstown Airstrip,Elizabeth City,US
Bradley Field,China Grove,US
Miller Air Park,Mooresville,US
Quiet Acres Airport,Thomasville,US
Rivercliff Airport,Clemmons,US
Miles Airport,Chapel Hill,US
Mouse And Snake Ranch Airport,North Wilkesboro,US
Cotton Gin Airport,Grandy,US
Mountain View Aerodrome,Reidsville,US
Enochville Airport,Kannapolis,US
Holeman Field,Roxboro,US
Piney Ridge Airport,Yadkinville,US
Bear Pen Airport,Supply,US
Barclaysville Field,Angier,US
Safe Field,Wallace,US
Boyd Field,Grimesland,US
Skyland Airport,Jefferson,US
Silver Creek Airport,Morganton,US
Jackson Private Airport,Atlantic,US
Deer Run Airport,Kittrell,US
Gryder-Teague Airport,Taylorsville,US
Alexander County Airport,Taylorsville,US
Nc61 Airport,Moyock,US
Robertson Field,Winston Salem,US
Barringer Field,Kannapolis,US
Yonder Airport,Atkinson,US
Ventosa Plantation Airport,Scotland Neck,US
Six Oaks Airport,Asheville,US
Rockin A Airfield,Parkton,US
Hinton Field,Princeton,US
Hodges Farm Airport,Sladesville,US
Causey Airport,Liberty,US
Schneider Haven Airstrip,Harmony,US
Rondo Airport,Tryon,US
Chalfant Airport,Concord,US
Cox Airport,Apex,US
Dublin Field,Dublin,US
Ellis Airport,Hobgood,US
Rocking A Farm Airport,White Oak,US
South River Airport,Salisbury,US
Dirt Dobber's Grass Strip,Shelby,US
Bagwell Airport,Garner,US
Aitutaki Airport,Aitutaki,CK
Enua Airport,Atiu Island,CK
Mangaia Island Airport,Mangaia Island,CK
Manihiki Island Airport,Manihiki Island,CK
Mauke Airport,Mauke Island,CK
Manuae Airport,Manuae,CK
Mitiaro Island Airport,Mitiaro Island,CK
Tongareva Airport,Penrhyn Island,CK
Rarotonga International Airport,Avarua,CK
Ricketyback Field,Aneta,US
Punton Private Airport,Absaraka,US
Bryn Airport,Dazey,US
Kadrmas Airport,Dickinson,US
Snyders Airport,Hazelton,US
Fordville Airport,Fordville,US
Simon Field,Hannover,US
Frei Private Airport,Halliday,US
Judy Strip,Glenburn,US
Stokka Airport,Sutton,US
Fischer Airport,Garrison,US
Prop Wash Field,Watford City,US
Gajewski Field,Alexander,US
Flying M Ranch Airport,Hatton,US
Lindemann Airport,Lucca,US
Sundre Airport,Minot,US
Blu Skyz Airport,Minot,US
Rau Field,Medina,US
Voller Airport,Strasburg,US
Warren Pietsch Airport,Sawyer,US
Flying S Ranch Airport,Minot,US
Underwood Airport,Underwood,US
Geske Airfield,Enderlin,US
Pueppke Airport,Ayr,US
Whitman Field,Robinson,US
Sperr Airport,Ypsilanti,US
Rustad Airport,White Shield,US
Gudgel Airport,Colfax,US
Douglas Portage Airport,Arvilla,US
Brands Airport,Taylor,US
Rue Ranch Airfield,Sheyenne,US
Vining Airport,Wheatland,US
Peterson Airport,Amenia,US
Smith Pvt Airport,Amenia,US
Pete's Tractor Salvage Airport,Anamoose,US
Y-Rock Airport,Ray,US
Allmaras Aviation Airport,New Rockford,US
Skaar Farm Airfield,New Rockford,US
Humann Private Airstrip,Hazelton,US
Peterson Airport,Grendra,US
Dahl Pvt Airport,Cogswell/Brampton/,US
Sauter Airport,Bismark,US
Cloud Nine Airport,Lincoln,US
Ellig Field,Hickson,US
Schutte Airport,Guide Rock,US
Woolf Brothers Airport,Lynch,US
Larrabee Farm Airport,Lamar,US
Center Creek Field,Franklin,US
Frontier Field,Maywood,US
Bernadt Airport,Steinauer,US
Clyde Airfield,Oxford,US
Bresette Airport,Gretna,US
Orr Field,North Platte,US
Treadway Air Airport,Ashland,US
Cavanaugh Airport,Minden,US
Olson Field,Holdrege,US
Arthur Municipal Airport,Arthur,US
Fehringer Aerodrome,Sidney,US
Sutton Airport,Chester,US
Werner Ranch Airfield,Anselmo,US
Aknux Airport,Prosser,US
Denton Airfield,Denton,US
Dream Field,Lincoln,US
Musiel Airport,Morse Bluff,US
Koinzan Airport,Elgin,US
Krause Airport,Ansley,US
Greeley Municipal Airport,Greeley,US
Koke Airport,Gretna,US
Dennys Playground Airport,Royal,US
Stuhlmiller Field,Alliance,US
Werner Airport,Valley,US
Thomas Airport,Liberty,US
Hershey Flying Service Field,Hershey,US
Roth Airport,Milford,US
Falk Air Field,Hoskins,US
Browns Airport,Weeping Water,US
Creekview Airport,Ewing,US
Kristijanto Airstrip,Dakota City,US
Kohles Airport,Norfolk,US
Mueller Field,Roca,US
Hausmann Airfield,Roca,US
Huffy's Airport,Spencer,US
Nolte Farms Airport,Murray,US
Boardman Airfield,Henderson,US
Jims Agri-Air Airport,Sutton,US
Bar Lazy B Airport,O'Neill,US
Thomsen Airport,Wymore,US
Frenchman Airport,Culbertson,US
Cicia Airport,Cicia,FJ
Ba Airport,Viti Levu Island,FJ
Nadi International Airport,Nadi,FJ
Malolo Lailai Island Airport,Malolo Lailai Island,FJ
Kaibu Island Airport,Kaibu Island,FJ
Vunisea Airport,Vunisea,FJ
Mana Island Airport,Mana Island,FJ
Moala Airport,Moala,FJ
Nausori International Airport,Nausori,FJ
Levuka Airfield,Bureta,FJ
Ngau Airport,Ngau,FJ
Laucala Island Airport,Laucala Island,FJ
Lakeba Island Airport,Lakeba Island,FJ
Labasa Airport,,FJ
Matei Airport,Matei,FJ
Koro Island Airport,Koro Island,FJ
Rotuma Airport,Rotuma,FJ
Savusavu Airport,Savusavu,FJ
Wakaya Island Airport,Wakaya Island,FJ
Ono-I-Lau Airport,Ono-I-Lau,FJ
Yasawa Island Airport,Yasawa Island,FJ
Kaufana Airport,Eua Island,TO
Fua'amotu International Airport,Nuku'alofa,TO
Lifuka Island Airport,Lifuka,TO
Mata'aho Airport,Angaha,TO
Kuini Lavenia Airport,Niuatoputapu,TO
Vava'u International Airport,Vava'u Island,TO
Vanua Balavu Airport,Vanua Balavu,FJ
Vatulele Airport,Vatulele,FJ
Abaiang Airport,Abaiang,KI
Beru Airport,Beru,KI
Funafuti International Airport,Funafuti,TV
Kuria Airport,Kuria,KI
Maiana Airport,Maiana,KI
Marakei Airport,Marakei,KI
Makin Island Airport,Makin Island,KI
Nikunau Airport,Nikunau,KI
Onotoa Airport,Onotoa,KI
Bonriki International Airport,Tarawa,KI
Abemama Atoll Airport,Abemama Atoll,KI
Tabiteuea North Airport,,KI
Tamana Island Airport,Tamana Island,KI
Nonouti Airport,Nonouti,KI
Arorae Island Airport,Arorae Island,KI
Tabiteuea South Airport,Tabiteuea South,KI
Butaritari Atoll Airport,Butaritari Atoll,KI
Buariki Airport,Buariki,KI
Cooper Farm Airport,Loudon,US
Brookline Airport,Brookline,US
Zim Airport,Mason,US
Chickville Airport,Center Ossipee,US
Avery Point Airport,Moultonborough,US
Mountain View Field,Wolfeboro,US
Dolittle Field,Albany,US
Frank D Comerford Airport,Walpole,US
Eagles Nest Airport,New London,US
Bradley Field,Woodstock,US
Huff Memorial Airport,New Boston,US
New Poverty Flats Airport,Chester,US
Winterwood Airport,Brentwood,US
Windsock Village Airport,West Ossipee,US
Mason Airfield,Mason,US
Steck Farm Airport,Pelham,US
Northwood Airport,Northwood,US
Intervale Airport,Henniker,US
Country Club Air Park,Goffstown,US
Wentworth Aerodrome,Wentworth,US
Niue International Airport,Alofi,NU
Matthews Airport,Belvidere,US
Coyle Field,Chatsworth,US
Warren Grove Range Airport,Burlington County,US
Hollingshead Airport,Clarksboro,US
Mar Bar L Farms Airport,Englishtown,US
The Landing Airport,Flemington,US
Cuddihy Landing Strip,Freehold,US
Malone Airport,Frenchtown,US
Eagles Lair Airport,Frenchtown,US
John E Rogers Airport,Great Meadows,US
Hop Brook Farm Airport,Holmdel,US
Salem Airfield,Salem,US
Goat Hill Airport,Lambertville,US
Hidden Acres Farm Airport,Bridgeton,US
Herr Brothers Airport,Milford,US
Countryman's Landing Strip,Carthage,US
Tom N' Jerry Airport,Danby,US
Sheeley's Farm Airport,High Falls,US
Eagle Ridge Airport,Burdett,US
Canaan Field,Corning,US
Hendricks Field,Gouverneur,US
August Field,Gansevoort,US
Potoczak Airport,Clarence Center,US
Old Forge Airport,Old Forge,US
Hedge Hop Field,Springville,US
Dawn Patrol Aviation Airport,Albion,US
Mariwill Airport,Moravia,US
Jerry Phibbs Airport,Albany,US
Luther Airport,Chittenango,US
Dodge/Coppola/Wheeler Airport,Sullivanville,US
Matejka Field,Erin,US
White Birch Airport,Hancock,US
Marcellus Airport,Marcellus,US
Henion Pvt Field,Ithaca,US
Match Mate Airport,Aurora,US
Lewis Landing Airport,Slate Hill,US
Merkle Airport,Clarence Center,US
Pointe Vele Airport,Futuna Island,WF
Hihifo Airport,Wallis Island,WF
Rancho Magdalena Airport,Magdalena,US
Biplane Ranch Airport,Moriarty,US
Grant Besley Airport,Taos,US
Cielo Dorado Estates Airport,Santa Teresa,US
Solo Ranch Airport,Deming,US
First Aero Squadron Airpark,Columbus,US
Tequesquite Ranch Airport,Albert,US
Thurmond Airport,Animas,US
Wedding Cake Ranch Airport,Clayton,US
Sacaton Airport,Buckhorn,US
Ray Ranch Airport,Roy,US
Eastside Airport,Chama,US
Porcupine Ridge Airport,Pie Town,US
Bell Ranch Waggoner Airport,Bell Ranch,US
Bell Ranch Headquarters Airport,Bell Ranch,US
Adobe Ranch Private Airport,Truth Or Consequences,US
Flying H Airport,Bosque,US
Happy Mountain Airport,Pie Town,US
Aero Tech Inc Airport,Clovis,US
2 X 4 Ranch Airport,Artesia,US
Esenada Airport,Ensenada,US
Chloride Airport,Chloride,US
San Miguel Ranch Airport,Las Vegas,US
Rainy Mesa Airstrip,Reserve,US
Whitewater Mesa Ranch Airport,Glenwood,US
Mystic Bluffs Airport,Ramah,US
Runway Bay Airport,Logan,US
Diamond A Ranch Airport,Animas,US
Poco Loco Airport,Pie Town,US
Casas Adobes Airpark,Mimbres,US
Rodeo Airport,Rodeo,US
Akin And Akin Airport,Mc Alister,US
Hacienda Sur Luna Airport,Columbus,US
Quemado Airport,Quemado,US
Industrial Airpark,Hobbs,US
G Bar F Ranch Airport,Capitan,US
Playas Air Strip,Playas,US
Skywagon Farm Airport,Bosque,US
Manzano Mtn Air Ranch Airport,Los Lunas,US
Amigos Del Cielo Airport,Rodeo,US
High Lonesome Airport,Fence Lake,US
Tierra De Dios Airport,Rowe,US
Murrow Field On The Divide Airport,Gavilan,US
Jordan Field,Mount Gilead,US
Southern Skies Airport,Taylorsville,US
Adams Airport,Rowland,US
Daghita Airport,Norlina,US
Raeford West Airport,Raeford,US
Hardaway Field,Burlington,US
Holly Ridge/Topsail Island Airport,Holly Ridge,US
Warf Airport,Reidsville,US
Suter Field,Trenton,US
Als Airport,Bethel,US
Laughing Crow Airpark,Cherryville,US
Hawks Nest Airport,Kenly,US
Soaring Q Ranch Airport,Salisbury,US
Blackhawk Field,Gold Hill,US
Barker Field,Linden,US
Johnson Field,Lillington,US
Carolina Bay Airport,Whiteville,US
Tobacco Road Airport,Carthage,US
Riviere Ranch Airport,Beaufort,US
Heavenly Acres Airport,Lawsonville,US
Ofu Airport,Ofu Village,AS
Asau Airport,Asau,WS
Faleolo International Airport,Apia,WS
Fagali'i Airport,Apia,WS
Fitiuta Airport,Fitiuta Village,AS
Maota Airport,Maota,WS
Pago Pago International Airport,Pago Pago,AS
Faa'a International Airport,Papeete,PF
Rurutu Airport,,PF
Tubuai Airport,,PF
Raivavae Airport,,PF
Anaa Airport,,PF
Fangatau Airport,,PF
Tikehau Airport,,PF
Apataki Airport,Apataki,PF
Reao Airport,,PF
Fakarava Airport,,PF
Hikueru Atoll Airport,Hikueru Atoll,PF
Manihi Airport,,PF
Totegegie Airport,,PF
Kaukura Airport,,PF
Makemo Airport,,PF
Napuka Island Airport,Napuka Island,PF
Tatakoto Airport,Tatakoto,PF
Puka Puka Airport,,PF
Pukarua Airport,Pukarua,PF
Aratika Airport,Aratika,PF
Marutea Airport,Auorotini,PF
Takapoto Airport,,PF
Arutua Airport,,PF
Mataiva Airport,,PF
Nukutavake Airport,Nukutavake,PF
Tureia Airport,,PF
Ahe Airport,Ahe Atoll,PF
Kauehi Airport,Kauehi,PF
Faaite Airport,,PF
Fakahina Airport,Fakahina,PF
Aratika Nord Airport,,PF
Takume Airport,Takume,PF
Niau Airport,Niau,PF
Raroia Airport,,PF
Takaroa Airport,,PF
Katiu Airport,Katiu,PF
Nuku Hiva Airport,,PF
Hiva Oa-Atuona Airport,,PF
Ua Pou Airport,Ua Pou,PF
Ua Huka Airport,Ua Huka,PF
Bora Bora Airport,Motu Mute,PF
Tetiaroa Airport,Tetiaroa,PF
Rangiroa Airport,,PF
Huahine-Fare Airport,Fare,PF
Moorea Airport,,PF
Hao Airport,,PF
Maupiti Airport,,PF
Raiatea Airport,Uturoa,PF
Mururoa Atoll Airport,Mururoa Atoll,PF
Vahitahi Airport,Vahitahi,PF
The Airport Club Airport,Pahrump,US
O'Toole Ranch Airport,Austin,US
Marys River Ranch Airport,Deeth,US
Soldier Meadow Nr 2 Airport,Gerlach,US
Soldier Meadow Nr 1 Airport,Gerlach,US
Ranch Irene Airport,Wells,US
Petan Ranch Airport,Mountain City,US
H Bar H Airport,Reno,US
I-L Ranch Airport,Tuscarora,US
Juniper Airport,Montello,US
Red Rock Ranch Airport,Elko,US
Circle L Ranch Airport,Dyer,US
Dixie Valley Airport,Fallon,US
Barker Creek Ranch Airstrip,Round Mountain,US
Farias Wheel Airport,Smith Valley,US
Nevada Airways Airport,Lovelock,US
New Farm Airport,Winnemucca,US
Pinenut Airport,Gardnerville,US
Swanson Ranch 3 Airport,Battle Mountain,US
Desert Rock Airport,Mercury,US
Pilot Creek Ranches Airport,Montello,US
16 Mile Road Airport,Winnemucca,US
Sweetwater (Usmc) Airport,Wellington,US
Hadley Airport,Round Mountain,US
Morris Ag Air Airport,Orovada,US
Red Owl Ranch Airport,Crescent Valley,US
Rolling Thunder Airport,Sparks,US
Desert Creek Airport,Wellington,US
Caas Airport,Pahrump,US
Willow Creek Trading Post Airport,Ely,US
Mota Lava Airport,Ablow,VU
Sola Airport,Sola,VU
Torres Airstrip,Loh/Linua,VU
Sangafa Airport,Sangafa,VU
Craig Cove Airport,Craig Cove,VU
Longana Airport,Longana,VU
Sara Airport,Pentecost Island,VU
Tavie Airport,Paama Island,VU
Lamap Airport,Lamap,VU
Lamen Bay Airport,Lamen Bay,VU
Naone Airport,Maewo Island,VU
Lonorore Airport,Lonorore,VU
Norsup Airport,Norsup,VU
Gaua Island Airport,Gaua Island,VU
Redcliffe Airport,Redcliffe,VU
Santo Pekoa International Airport,Luganville,VU
Tongoa Island Airport,Tongoa Island,VU
Ulei Airport,Ambryn Island,VU
Valesdir Airport,Valesdir,VU
Walaha Airport,Walaha,VU
Southwest Bay Airport,Malekula Island,VU
North West Santo Airport,Olpoi,VU
Anelghowhat Airport,Anelghowhat,VU
Aniwa Airport,Aniwa,VU
Dillon's Bay Airport,Dillon's Bay,VU
Futuna Airport,Futuna Island,VU
Ipota Airport,Ipota,VU
Forari Airport,Forari,VU
Lenakel Airport,Lenakel,VU
Quion Hill Airport,Quion Hill,VU
Port Vila Bauerfield Airport,Port Vila,VU
Tanna Airport,,VU
Tiga Airport,Tiga,NC
Bourail - Poe Airport,Bourail / Poe,NC
Ile Art - Waala Airport,Waala,NC
Kone Airport,Kone,NC
Ile des Pins Airport,Ile des Pins,NC
Voh Airport,Voh,NC
Nesson Airport,Houailou,NC
Koumac Airport,Koumac,NC
Lifou Airport,Lifou,NC
Noumea Magenta Airport,Noumea,NC
Edmond Cane Airport,Ile Ouen,NC
Poum Airport,Poum,NC
Mueo Airport,Mueo,NC
Mare Airport,Mare,NC
Plaine des Lacs Airport,Plaine des Lacs,NC
Oua Tom Airport,La Foa,NC
Touho Airport,Touho,NC
Ouvea Airport,Ouvea,NC
La Tontouta International Airport,Noumea,NC
Canala Airport,Canala,NC
Ouaco Airport,Ouaco,NC
Knowlesville Airport,Knowlesville,US
Mountain Top Airport,Davenport,US
Klenawicus Airfield,Shelter Island,US
Hogan Airport,Esperance,US
Gaines Valley Aviation Airport,Albion,US
Hurlbut Field,Canton,US
Duflo Airport,New Bremen,US
Lakestone Farm Airport,Macedon,US
